0,0.0265,0.11993,1,
0,0.0265,0.11993,1,
0,0.0265,0.11994,1,
0,0.0265,0.11994,1,
0,0.0265,0.11996,1,
0,0.0265,0.11997,1,
0,0.0265,0.11999,1,
0,0.0265,0.12002,1,
0,0.0265,0.12004,1,
0,0.0265,0.12008,1,
0,0.0265,0.12011,1,
0,0.0265,0.12015,1,
0,0.0265,0.12019,1,
0,0.0265,0.12024,1,
0,0.0265,0.12029,1,
0,0.0265,0.12034,1,
0,0.0265,0.1204,1,
0,0.0265,0.12046,1,
0,0.0265,0.12053,1,
0,0.0265,0.1206,1,
0,0.0265,0.12067,1,
0,0.0265,0.12075,1,
0,0.0265,0.12083,1,
0,0.0265,0.12091,1,
0,0.0265,0.121,1,
0,0.0265,0.12109,1,
0,0.0265,0.12118,1,
0,0.0265,0.12128,1,
0,0.02649,0.12138,1,
0,0.02649,0.12148,1,
0,0.02649,0.12159,1,
0,0.02649,0.1217,1,
0,0.02649,0.12181,1,
0,0.02649,0.12193,1,
0,0.02649,0.12205,1,
0,0.02649,0.12218,1,
0,0.02649,0.1223,1,
0,0.02649,0.12243,1,
0,0.02649,0.12257,1,
0,0.02649,0.1227,1,
0,0.02649,0.12284,1,
0,0.02649,0.12298,1,
0,0.02649,0.12313,1,
0,0.02649,0.12328,1,
0,0.02649,0.12343,1,
0,0.02649,0.12358,1,
0,0.02649,0.12374,1,
0,0.02648,0.1239,1,
0,0.02648,0.12406,1,
0,0.02648,0.12422,1,
0,0.02648,0.12439,1,
0,0.02648,0.12456,1,
0,0.02648,0.12473,1,
0,0.02648,0.1249,1,
0,0.02648,0.12508,1,
0,0.02648,0.12526,1,
0,0.02648,0.12544,1,
0,0.02648,0.12562,1,
0,0.02648,0.12581,1,
0,0.02647,0.12599,1,
0,0.02647,0.12618,1,
0,0.02647,0.12637,1,
0,0.02647,0.12656,1,
0,0.02647,0.12675,1,
0,0.02647,0.12695,1,
0,0.02647,0.12714,1,
0,0.02647,0.12734,1,
0,0.02647,0.12754,1,
0,0.02646,0.12774,1,
0,0.02646,0.12794,1,
0,0.02646,0.12814,1,
0,0.02646,0.12834,1,
0,0.02646,0.12855,1,
0,0.02646,0.12875,1,
0,0.02646,0.12895,1,
0,0.02645,0.12916,1,
0,0.02645,0.12936,1,
0,0.02645,0.12957,1,
0,0.02645,0.12978,1,
0,0.02645,0.12998,1,
0,0.02645,0.13019,1,
0,0.02644,0.13039,1,
0,0.02644,0.1306,1,
0,0.02644,0.13081,1,
0,0.02644,0.13101,1,
0,0.02643,0.13122,1,
0,0.02643,0.13142,1,
0,0.02643,0.13163,1,
0,0.02643,0.13183,1,
0,0.02643,0.13203,1,
0,0.02642,0.13224,1,
0,0.02642,0.13244,1,
0,0.02642,0.13264,1,
0,0.02641,0.13284,1,
0,0.02641,0.13304,1,
0,0.02641,0.13323,1,
0,0.02641,0.13343,1,
0,0.0264,0.13362,1,
0,0.0264,0.13382,1,
0,0.0264,0.13401,1,
0,0.02639,0.1342,1,
0,0.02639,0.13439,1,
0,0.02639,0.13458,1,
0,0.02638,0.13476,1,
0,0.02638,0.13495,1,
0,0.02637,0.13513,1,
0,0.02637,0.13531,1,
0,0.02637,0.13549,1,
0,0.02636,0.13567,1,
0,0.02636,0.13585,1,
0,0.02636,0.13602,1,
0,0.02635,0.13619,1,
0,0.02635,0.13636,1,
0,0.02634,0.13653,1,
0,0.02634,0.1367,1,
0,0.02633,0.13686,1,
0,0.02633,0.13702,1,
0,0.02632,0.13718,1,
0,0.02632,0.13734,1,
0,0.02631,0.1375,1,
0,0.02631,0.13765,1,
0,0.0263,0.1378,1,
0,0.0263,0.13795,1,
0,0.02629,0.1381,1,
0,0.02629,0.13825,1,
0,0.02628,0.13839,1,
0,0.02628,0.13853,1,
0,0.02627,0.13867,1,
0,0.02627,0.1388,1,
0,0.02626,0.13894,1,
0,0.02626,0.13907,1,
0,0.02625,0.1392,1,
0,0.02624,0.13933,1,
0,0.02624,0.13945,1,
0,0.02623,0.13958,1,
0,0.02622,0.1397,1,
0,0.02622,0.13982,1,
0,0.02621,0.13994,1,
0,0.0262,0.14005,1,
0,0.0262,0.14016,1,
0,0.02619,0.14028,1,
0,0.02618,0.14038,1,
0,0.02618,0.14049,1,
0,0.02617,0.1406,1,
0,0.02616,0.1407,1,
0,0.02615,0.1408,1,
0,0.02615,0.1409,1,
0,0.02614,0.141,1,
0,0.02613,0.14109,1,
0,0.02612,0.14119,1,
0,0.02611,0.14128,1,
0,0.02611,0.14137,1,
0,0.0261,0.14146,1,
0,0.02609,0.14154,1,
0,0.02608,0.14163,1,
0,0.02607,0.14171,1,
0,0.02606,0.14179,1,
0,0.02605,0.14187,1,
0,0.02604,0.14195,1,
0,0.02603,0.14202,1,
0,0.02602,0.1421,1,
0,0.02601,0.14217,1,
0,0.026,0.14224,1,
0,0.02599,0.14232,1,
0,0.02598,0.14238,1,
0,0.02597,0.14245,1,
0,0.02596,0.14252,1,
0,0.02595,0.14258,1,
0,0.02594,0.14265,1,
0,0.02593,0.14271,1,
0,0.02592,0.14277,1,
0,0.0259,0.14283,1,
0,0.02589,0.14289,1,
0,0.02588,0.14294,1,
0,0.02587,0.143,1,
0,0.02586,0.14305,1,
0,0.02584,0.14311,1,
0,0.02583,0.14316,1,
0,0.02582,0.14321,1,
0,0.02581,0.14326,1,
0,0.02579,0.14331,1,
0,0.02578,0.14336,1,
0,0.02577,0.14341,1,
0,0.02575,0.14345,1,
0,0.02574,0.1435,1,
0,0.02572,0.14354,1,
0,0.02571,0.14359,1,
0,0.0257,0.14363,1,
0,0.02568,0.14367,1,
0,0.02567,0.14371,1,
0,0.02565,0.14375,1,
0,0.02564,0.14379,1,
0,0.02562,0.14383,1,
0,0.0256,0.14387,1,
0,0.02559,0.1439,1,
0,0.02557,0.14394,1,
0,0.02556,0.14397,1,
0,0.02554,0.14401,1,
0,0.02552,0.14404,1,
0,0.02551,0.14408,1,
0,0.02549,0.14411,1,
0,0.02547,0.14414,1,
0,0.02545,0.14417,1,
0,0.02544,0.1442,1,
0,0.02542,0.14423,1,
0,0.0254,0.14426,1,
0,0.02538,0.14429,1,
0,0.02536,0.14432,1,
0,0.02534,0.14434,1,
0,0.02532,0.14437,1,
0,0.0253,0.1444,1,
0,0.02529,0.14442,1,
0,0.02527,0.14445,1,
0,0.02525,0.14447,1,
0,0.02523,0.1445,1,
0,0.0252,0.14452,1,
0,0.02518,0.14455,1,
0,0.02516,0.14457,1,
0,0.02514,0.14459,1,
