16666.7,
16875.9,
17084.3,
17291.3,
17495.6,
17696.6,
17893.7,
18085.8,
18272.5,
18452.7,
18625.9,
18791.4,
18948.5,
19096.5,
19235,
19363.3,
19481,
19587.6,
19682.7,
19765.8,
19836.8,
19895.2,
19940.9,
19973.7,
19993.4,
19999.9,
19993.4,
19973.7,
19940.9,
19895.2,
19836.7,
19765.8,
19682.6,
19587.6,
19481,
19363.3,
19234.9,
19096.4,
18948.4,
18791.2,
18625.8,
18452.6,
18272.3,
18085.6,
17893.5,
17696.4,
17495.3,
17291,
17084,
16875.6,
16666.3,
16456.9,
16248.5,
16041.6,
15837.2,
15636.1,
15439,
15246.9,
15060.3,
14880.1,
14706.8,
14541.4,
14384.4,
14236.2,
14097.8,
13969.4,
13851.7,
13745.2,
13650.1,
13567,
13496.1,
13437.8,
13392.1,
13359.5,
13339.7,
13333.3,
13339.9,
13359.7,
13392.5,
13438.3,
13496.9,
13567.9,
13651.2,
13746.3,
13853,
13970.8,
14099.3,
14238,
14386.2,
14543.4,
14709,
14882.3,
15062.7,
15249.3,
15441.7,
15638.8,
15840,
16044.5,
16251.4,
16460,
16669.4,
16878.8,
17087.3,
17294.2,
17498.6,
17699.7,
17896.7,
18089,
18275.6,
18455.7,
18628.8,
18794.2,
18951.3,
19099.2,
19237.6,
19365.8,
19483.3,
19589.7,
19684.7,
19767.6,
19838.3,
19896.4,
19941.8,
19974.3,
19993.7,
19999.9,
19993,
19972.9,
19939.8,
19893.7,
19834.9,
19763.6,
19680,
19584.5,
19477.4,
19359.3,
19230.5,
19091.6,
18943.2,
18785.6,
18619.8,
18446.1,
18265.5,
18078.5,
17886,
17688.7,
17487.3,
17282.6,
17075.5,
16866.8,
16657.3,
16447.9,
16239.2,
16032.3,
15827.8,
15626.7,
15429.8,
15237.6,
15051.3,
14871.1,
14698.2,
14533,
14376.2,
14228.5,
14090.5,
13962.6,
13845.4,
13739.4,
13644.9,
13562.5,
13492.2,
13434.5,
13389.7,
13357.8,
13338.9,
13333.3,
13340.9,
13361.5,
13395.3,
13442,
13501.5,
13573.4,
13657.6,
13753.8,
13861.5,
13980.2,
14109.6,
14249.2,
14398.2,
14556.3,
14722.7,
14896.8,
15077.9,
15265.4,
15458.4,
15656,
15857.8,
16062.8,
16270.1,
16479.1,
16688.7,
16898.3,
17107,
17313.9,
17518.3,
17719.3,
17916.2,
18108,
18294.2,
18473.9,
18646.5,
18811.3,
18967.6,
19114.7,
19252.2,
19379.4,
19495.8,
19601.1,
19694.8,
19776.4,
19845.8,
19902.5,
19946.4,
19977.4,
19995.2,
19999.8,
19991.2,
19969.5,
19934.6,
19886.8,
19826.3,
19753.2,
19667.9,
19570.6,
19461.9,
19342.1,
19211.6,
19071.1,
18921.1,
18762.1,
18594.9,
18419.9,
18238,
18049.9,
17856.2,
17658,
17455.7,
17250.3,
17042.5,
16833.3,
16623.4,
16413.7,
16204.9,
15998.1,
15793.9,
15593.1,
15396.5,
15205.1,
15019.3,
14840.2,
14668.3,
14504.2,
14348.8,
14202.6,
14066.2,
13940,
13824.7,
13720.6,
13628.2,
13548,
13480,
13424.8,
13382.4,
13353,
13336.8,
13333.7,
13344,
13367.4,
13403.9,
13453.5,
13515.7,
13590.5,
13677.5,
13776.2,
13886.6,
14008,
14139.9,
14281.9,
14433.4,
14593.7,
14762.3,
14938.5,
15121.5,
15310.6,
15505.2,
15704.2,
15907.3,
16113.3,
16321.5,
16531.1,
16741.2,
16951.1,
17159.8,
17366.6,
17570.6,
17771,
17967,
18157.9,
18342.8,
18521,
18691.9,
18854.8,
19008.9,
19153.7,
19288.7,
19413.2,
19526.8,
19629,
19719.4,
19797.8,
19863.6,
19916.8,
19957,
19984,
19998,
19998.6,
19986,
19960.1,
19921.3,
19869.4,
19804.7,
19727.6,
19638.3,
19537,
19424.5,
19300.9,
19166.9,
19022.8,
18869.4,
18707.3,
18537,
18359.2,
18174.6,
17984.1,
17788.4,
17588.1,
17384.2,
17177.4,
16968.6,
16758.5,
16548.2,
16338.2,
16129.6,
15923,
15719.4,
15519.7,
15324.4,
15134.6,
14950.8,
14773.9,
14604.5,
14443.3,
14291,
14148.2,
14015.3,
13893.1,
13781.9,
13682.2,
13594.5,
13519,
13456,
13405.8,
13368.6,
13344.6,
13333.9,
13336.5,
13352.4,
13381.3,
13423.6,
13478.7,
13546.5,
13626.9,
13719.4,
13823.5,
13939.1,
14065.7,
14202.5,
14349.2,
14505.1,
14669.7,
14842.3,
15022.2,
15208.6,
15400.9,
15598.2,
15799.9,
16004.9,
16212.7,
16422.2,
16632.8,
16843.5,
17053.4,
17261.9,
17468,
17670.8,
17869.7,
18063.8,
18252.3,
18434.3,
18609.4,
18776.8,
18935.6,
19085.5,
19225.6,
19355.5,
19474.7,
19582.6,
19678.9,
19763.1,
19834.9,
19894.1,
19940.3,
19973.4,
19993.4,
19999.9,
19993.2,
19973.1,
19939.8,
19893.4,
19834.1,
19762.1,
19677.6,
19581.1,
19473,
19353.5,
19223.4,
