16666.7,
16875.9,
17084.3,
17291.3,
17495.6,
17696.6,
17893.7,
18085.8,
18272.5,
18452.8,
18625.9,
18791.4,
18948.5,
19096.5,
19235,
19363.3,
19481.1,
19587.6,
19682.7,
19765.9,
19836.8,
19895.2,
19940.9,
19973.7,
19993.4,
19999.9,
19993.4,
19973.7,
19940.9,
19895.2,
19836.7,
19765.8,
19682.6,
19587.5,
19480.9,
19363.2,
19234.8,
19096.3,
18948.3,
18791.1,
18625.6,
18452.4,
18272.1,
18085.5,
17893.3,
17696.2,
17495,
17290.6,
17083.7,
16875.3,
16666,
16456.6,
16248.1,
16041.2,
15836.8,
15635.7,
15438.6,
15246.4,
15059.8,
14879.6,
14706.3,
14540.9,
14383.9,
14235.7,
14097.3,
13969,
13851.3,
13744.8,
13649.8,
13566.7,
13495.8,
13437.5,
13391.9,
13359.3,
13339.7,
13333.3,
13340,
13359.9,
13392.8,
13438.7,
13497.3,
13568.4,
13651.8,
13747.2,
13854,
13971.9,
14100.4,
14239.2,
14387.5,
14544.9,
14710.6,
14884,
15064.6,
15251.4,
15443.8,
15641.1,
15842.4,
16047,
16254.1,
16462.7,
16672.2,
16881.6,
17090.2,
17297.2,
17501.6,
17702.7,
17899.9,
18092,
18278.6,
18458.8,
18631.9,
18797.2,
18954.2,
19102,
19240.2,
19368.3,
19485.7,
19591.9,
19686.6,
19769.3,
19839.8,
19897.7,
19942.8,
19975,
19994,
19999.9,
19992.7,
19972.2,
19938.7,
19892.3,
19833,
19761.2,
19677.2,
19581.3,
19473.9,
19355.3,
19226.1,
19086.7,
18937.8,
18779.8,
18613.6,
18439.5,
18258.5,
18071.2,
17878.2,
17680.6,
17478.8,
17273.9,
17066.5,
16857.6,
16647.8,
16438.2,
16229.5,
16022.4,
15818,
15616.9,
15419.9,
15228,
15041.6,
14861.8,
14688.9,
14524,
14367.7,
14220.3,
14082.6,
13955.3,
13838.6,
13733.2,
13639.4,
13557.6,
13488.1,
13431.2,
13387.1,
13356.1,
13338.1,
13333.4,
13341.9,
13363.5,
13398.3,
13446,
13506.6,
13579.6,
13665,
13762.1,
13870.8,
13990.7,
14121.2,
14261.8,
14411.8,
14570.9,
14738.3,
14913.3,
15095.3,
15283.6,
15477.4,
15675.9,
15878.2,
16083.8,
16291.7,
16501.1,
16711.1,
16921,
17129.8,
17336.8,
17541.2,
17742.1,
17938.7,
18130.3,
18316.1,
18495.4,
18667.3,
18831.3,
18986.7,
19133,
19269.4,
19395.4,
19510.7,
19614.6,
19706.7,
19786.9,
19854.6,
19909.7,
19951.8,
19980.8,
19996.7,
19999.4,
19988.7,
19964.9,
19927.9,
19878,
19815.3,
19740,
19652.5,
19553.1,
19442.2,
19320.3,
19187.8,
19045.3,
18893.2,
18732.4,
18563.2,
18386.5,
18203,
18013.3,
17818.3,
17618.6,
17415.2,
17208.8,
17000.1,
16790.3,
16579.8,
16369.7,
16160.8,
15953.9,
15749.7,
15549.3,
15353.3,
15162.6,
14977.8,
14799.8,
14629.2,
14466.7,
14312.9,
14168.6,
14034.3,
13910.4,
13797.5,
13696.1,
13606.6,
13529.2,
13464.4,
13412.3,
13373.2,
13347.3,
13334.7,
13335.3,
13349.2,
13376.5,
13416.7,
13470.2,
13536.3,
13614.9,
13705.6,
13808.4,
13922.4,
14047.5,
14183,
14328.5,
14483.3,
14646.9,
14818.5,
14997.7,
15183.4,
15375.1,
15571.9,
15773.1,
15978,
16185.6,
16395.1,
16605.7,
16816.6,
17026.9,
17235.7,
17442.3,
17645.9,
17845.5,
18040.3,
18229.7,
18412.8,
18589,
18757.3,
18917.4,
19068.5,
19209.9,
19341.2,
19461.8,
19571,
19668.8,
19754.4,
19827.7,
19888.3,
19936,
19970.6,
19991.9,
19999.9,
19994.5,
19975.8,
19943.7,
19898.5,
19840.4,
19769.5,
19686.1,
19590.6,
19483.3,
19364.7,
19235.3,
19095.6,
18946,
18787.4,
18620.2,
18445.1,
18262.9,
18074.2,
17879.9,
17680.7,
17477.4,
17270.8,
17061.8,
16851.2,
16639.8,
16428.5,
16218.3,
16009.7,
15803.8,
15601.4,
15403.2,
15210.1,
15022.9,
14842.2,
14669,
14503.7,
14347.1,
14199.9,
14062.7,
13935.9,
13820.1,
13715.7,
13623.4,
13543.2,
13475.5,
13420.8,
13379.2,
13350.8,
13335.9,
13334.2,
13346.2,
13371.5,
13410,
13461.7,
13526.4,
13603.8,
13693.5,
13795.3,
13908.6,
14033.1,
14168.2,
14313.5,
14468.2,
14631.9,
14803.8,
14983.1,
15169.4,
15361.7,
15559.3,
15761.4,
15967.1,
16175.7,
16386.3,
16598.1,
16810.1,
17021.6,
17231.6,
17439.4,
17644,
17844.7,
18040.8,
18231.1,
18415.2,
18592.2,
18761.4,
18922.1,
19073.8,
19215.6,
19347.1,
19467.8,
19577.1,
19674.7,
19759.9,
19832.8,
19892.7,
19939.6,
19973.1,
19993.3,
19999.9,
19993.1,
19972.7,
19938.9,
19891.8,
19831.5,
19758.5,
19672.9,
19575,
